t,mean_latency,var_latency,queue_size
0,0.0460235,0.00170683,1000
1,0.0790755,0.00311576,1000
2,0.105541,0.00419732,1000
3,0.125698,0.0047626,1000
4,0.141937,0.00542172,1000
5,0.154574,0.00585297,1000
6,0.162416,0.00602555,1000
7,0.171229,0.00633715,1000
8,0.17789,0.0064617,1000
9,0.182893,0.00649108,1000
10,0.18579,0.00672334,1000
11,0.188807,0.00671455,1000
12,0.189622,0.00654906,1000
13,0.191415,0.00659354,1000
14,0.194379,0.00677011,1000
15,0.195689,0.00675876,1000
16,0.198874,0.0069725,1000
17,0.19969,0.00688251,1000
18,0.201462,0.00702958,1000
19,0.201131,0.00671749,1000
20,0.201079,0.0069465,1000
21,0.201334,0.00695545,1000
22,0.202328,0.00696998,1000
23,0.201789,0.00681139,1000
24,0.202648,0.00676192,1000
25,0.203633,0.0069716,1000
26,0.205328,0.00674933,1000
27,0.205331,0.00665772,1000
28,0.206306,0.00663092,1000
29,0.204075,0.00677477,1000
30,0.203158,0.0068943,1000
31,0.20205,0.00701418,1000
32,0.202093,0.00703457,1000
33,0.200461,0.0067574,1000
34,0.200931,0.00679944,1000
35,0.201376,0.00714902,1000
36,0.200836,0.00681777,1000
37,0.201044,0.00681976,1000
38,0.201764,0.00663893,1000
39,0.199855,0.00693237,1000
40,0.199478,0.00692869,1000
41,0.199776,0.00676936,1000
42,0.199565,0.00675819,1000
43,0.198777,0.00668288,1000
44,0.198497,0.00673096,1000
45,0.198765,0.00704026,1000
46,0.198853,0.00709738,1000
47,0.199768,0.00714048,1000
48,0.200305,0.00713875,1000
49,0.200874,0.0069862,1000
50,0.198946,0.00691481,1000
51,0.199146,0.00682676,1000
52,0.198429,0.00678146,1000
53,0.199324,0.00664682,1000
54,0.198471,0.00660766,1000
55,0.199526,0.00659858,1000
56,0.199226,0.00662205,1000
57,0.199917,0.00680919,1000
58,0.198856,0.00652843,1000
59,0.199662,0.00660072,1000
60,0.200404,0.00678278,1000
61,0.199522,0.0069065,1000
62,0.199591,0.00703323,1000
63,0.199773,0.00691804,1000
64,0.199211,0.00711229,1000
65,0.200435,0.00688922,1000
66,0.202397,0.00709917,1000
67,0.203154,0.00724774,1000
68,0.203565,0.00701201,1000
69,0.203902,0.00713225,1000
70,0.201728,0.00728417,1000
71,0.201453,0.00718514,1000
72,0.20041,0.00708061,1000
73,0.199575,0.00682456,1000
74,0.199798,0.00684618,1000
75,0.200757,0.00703295,1000
76,0.200925,0.00687096,1000
77,0.200158,0.00694333,1000
78,0.200287,0.00686079,1000
79,0.200483,0.00701078,1000
80,0.201714,0.00681475,1000
81,0.201972,0.00697211,1000
82,0.200918,0.00682028,1000
83,0.201217,0.00678584,1000
84,0.201126,0.00693927,1000
85,0.200466,0.00667097,1000
86,0.199125,0.00682181,1000
87,0.198839,0.00704731,1000
88,0.198688,0.00678023,1000
89,0.199377,0.00684582,1000
90,0.199214,0.00670362,1000
91,0.199066,0.00648841,1000
92,0.198421,0.00658488,1000
93,0.19898,0.00672216,1000
94,0.199809,0.00669425,1000
95,0.199645,0.00688566,1000
96,0.200691,0.00666326,1000
97,0.199034,0.00648918,1000
98,0.199906,0.00668111,1000
99,0.199323,0.00689692,1000
100,0.200745,0.00675673,1000
101,0.201786,0.00677506,1000
102,0.202823,0.00670909,1000
103,0.201273,0.00665411,1000
104,0.198885,0.0066334,1000
105,0.198637,0.00682766,1000
106,0.199725,0.00679683,1000
107,0.200758,0.00685722,1000
108,0.200845,0.00683038,1000
109,0.199281,0.00689825,1000
110,0.198971,0.00675303,1000
111,0.202285,0.00674199,1000
112,0.203274,0.00658992,1000
113,0.203426,0.00680232,1000
114,0.204731,0.00675334,1000
115,0.203226,0.00680965,1000
116,0.203001,0.0069882,1000
117,0.20284,0.00688081,1000
118,0.204463,0.00678329,1000
119,0.203164,0.00680552,1000
120,0.202475,0.00656053,1000
121,0.201569,0.00672736,1000
122,0.201461,0.00677186,1000
123,0.200096,0.00671221,1000
124,0.198792,0.00658695,1000
125,0.19994,0.0066098,1000
126,0.200268,0.00666464,1000
127,0.200328,0.00681538,1000
128,0.201243,0.00682736,1000
129,0.20033,0.00676105,1000
130,0.200668,0.0066723,1000
131,0.201279,0.00663726,1000
132,0.199969,0.00690113,1000
133,0.202104,0.00700272,1000
134,0.199736,0.00704521,1000
135,0.198704,0.00677933,1000
136,0.199897,0.00662116,1000
137,0.201275,0.00681481,1000
138,0.202238,0.00682374,1000
139,0.203457,0.00698231,1000
140,0.20244,0.00703252,1000
141,0.203631,0.00714067,1000
142,0.203281,0.00680437,1000
143,0.202673,0.00686581,1000
144,0.203182,0.00690674,1000
145,0.202423,0.0068626,1000
146,0.203209,0.0069529,1000
147,0.202988,0.00695315,1000
148,0.20205,0.00688472,1000
149,0.202422,0.00686621,1000
150,0.203559,0.0068397,1000
151,0.204029,0.0067541,1000
152,0.200558,0.0069984,1000
153,0.199459,0.00703184,1000
154,0.200205,0.00699529,1000
155,0.200176,0.00666482,1000
156,0.198936,0.0069015,1000
157,0.197894,0.00649083,1000
158,0.198321,0.00672833,1000
159,0.19765,0.00668045,1000
160,0.19816,0.00670303,1000
161,0.197611,0.00668082,1000
162,0.198783,0.00649248,1000
163,0.199944,0.00666379,1000
164,0.199839,0.00663853,1000
165,0.199064,0.00670622,1000
166,0.200981,0.00683109,1000
167,0.200035,0.00716129,1000
168,0.200781,0.00704323,1000
169,0.203637,0.00686905,1000
170,0.201986,0.00699356,1000
171,0.199437,0.00693884,1000
172,0.197981,0.00685835,1000
173,0.198264,0.00673832,1000
174,0.198445,0.00679365,1000
175,0.198187,0.00674614,1000
176,0.198499,0.00679987,1000
177,0.201552,0.00672308,1000
178,0.200874,0.00669252,1000
179,0.200236,0.00678044,1000
180,0.202133,0.00701932,1000
181,0.204486,0.00676644,1000
182,0.203368,0.0065209,1000
183,0.204174,0.00669134,1000
184,0.204036,0.00650666,1000
185,0.202503,0.00678489,1000
186,0.200878,0.00652454,1000
187,0.200607,0.00655406,1000
188,0.201756,0.00675581,1000
189,0.202135,0.00652892,1000
190,0.204133,0.00670142,1000
191,0.203486,0.00654821,1000
192,0.201902,0.00671964,1000
193,0.202737,0.00673632,1000
194,0.203688,0.00655395,1000
195,0.204009,0.00636601,1000
196,0.202492,0.00611513,1000
197,0.202076,0.00609738,1000
198,0.201054,0.00646143,1000
199,0.200258,0.00672524,1000
200,0.201024,0.0068078,1000
201,0.200114,0.00683003,1000
202,0.200996,0.00694978,1000
203,0.201615,0.00704391,1000
204,0.20049,0.00655705,1000
205,0.201134,0.00652451,1000
206,0.201137,0.00662291,1000
207,0.202256,0.00679613,1000
208,0.200325,0.00674336,1000
209,0.200197,0.00666002,1000
210,0.200363,0.00671817,1000
211,0.201876,0.0067712,1000
212,0.202468,0.00687869,1000
213,0.204022,0.00683923,1000
214,0.202604,0.00677965,1000
215,0.201532,0.00674579,1000
216,0.200816,0.00655898,1000
217,0.20162,0.00645459,1000
218,0.202098,0.00658234,1000
219,0.203097,0.00642643,1000
220,0.202322,0.0062702,1000
221,0.202341,0.00643346,1000
222,0.202162,0.00669586,1000
223,0.201467,0.00682382,1000
224,0.201654,0.00694656,1000
225,0.203611,0.00693127,1000
226,0.202651,0.00690415,1000
227,0.201472,0.00666349,1000
228,0.201496,0.00674781,1000
229,0.201544,0.00660854,1000
230,0.201665,0.00662516,1000
231,0.200484,0.00671814,1000
232,0.201594,0.00653939,1000
233,0.201076,0.00646365,1000
234,0.199869,0.00645011,1000
235,0.20111,0.00666807,1000
236,0.200464,0.00689224,1000
237,0.20309,0.00666643,1000
238,0.202155,0.00678409,1000
239,0.201967,0.00686303,1000
240,0.20153,0.00682059,1000
241,0.203892,0.00671233,1000
242,0.203037,0.00665105,1000
243,0.200914,0.00671789,1000
244,0.200645,0.00671316,1000
245,0.200728,0.00675265,1000
246,0.199684,0.00671126,1000
247,0.200967,0.00698669,1000
248,0.201508,0.0069476,1000
249,0.20268,0.00681198,1000
250,0.202704,0.00657703,1000
251,0.203496,0.00683065,1000
252,0.20391,0.00692962,1000
253,0.203515,0.00691216,1000
254,0.201717,0.00673773,1000
255,0.201862,0.00639428,1000
256,0.200257,0.00601611,1000
257,0.199842,0.0061065,1000
258,0.200168,0.00629179,1000
259,0.201203,0.00636323,1000
260,0.20012,0.00655162,1000
261,0.198875,0.00645745,1000
262,0.198774,0.00627253,1000
263,0.19938,0.00651557,1000
264,0.201002,0.00671331,1000
265,0.202148,0.00702348,1000
266,0.202726,0.00720288,1000
267,0.202802,0.0070947,1000
268,0.201646,0.0068548,1000
269,0.20219,0.00701626,1000
270,0.201309,0.00665659,1000
271,0.201671,0.00659346,1000
272,0.201439,0.00664417,1000
273,0.199847,0.00691842,1000
274,0.199874,0.0068501,1000
275,0.198897,0.00703393,1000
276,0.198632,0.00686321,1000
277,0.198815,0.00695442,1000
278,0.199187,0.00681132,1000
279,0.201214,0.00687309,1000
280,0.20068,0.00703407,1000
281,0.200767,0.00684477,1000
282,0.200617,0.00699419,1000
283,0.199331,0.00678867,1000
284,0.199655,0.00647625,1000
285,0.199002,0.00657992,1000
286,0.198913,0.00674992,1000
287,0.197646,0.00660277,1000
288,0.199039,0.00663421,1000
289,0.196569,0.00671646,1000
290,0.197742,0.0066501,1000
291,0.197891,0.00673695,1000
292,0.198131,0.0064807,1000
293,0.197806,0.00647681,1000
294,0.198062,0.0067053,1000
295,0.199587,0.00678349,1000
296,0.199111,0.00699263,1000
297,0.199667,0.00704147,1000
298,0.199495,0.00698625,1000
299,0.201095,0.00693235,1000
300,0.202111,0.00704371,1000
301,0.202299,0.00710951,1000
302,0.202833,0.00677712,1000
303,0.204844,0.00696527,1000
304,0.202764,0.00661523,1000
305,0.20288,0.00686134,1000
306,0.202397,0.00686948,1000
307,0.20312,0.0070205,1000
308,0.202411,0.00696495,1000
309,0.201747,0.0070503,1000
310,0.201953,0.00699091,1000
311,0.202039,0.00674896,1000
312,0.203841,0.0064968,1000
313,0.202336,0.00627091,1000
314,0.201004,0.00647439,1000
315,0.201684,0.00631986,1000
316,0.201093,0.00646952,1000
317,0.199776,0.0064342,1000
318,0.198104,0.00659414,1000
319,0.200514,0.00652391,1000
320,0.202281,0.00674494,1000
321,0.200686,0.00660496,1000
322,0.199191,0.00675294,1000
323,0.197575,0.00672166,1000
324,0.198368,0.00642915,1000
325,0.199527,0.00661622,1000
326,0.200241,0.00686554,1000
327,0.200753,0.00687141,1000
328,0.199712,0.00663894,1000
329,0.200683,0.00659641,1000
330,0.202,0.0066394,1000
331,0.202802,0.00680919,1000
332,0.20208,0.00698019,1000
333,0.201393,0.00701986,1000
334,0.201715,0.00676131,1000
335,0.200156,0.00696334,1000
336,0.200208,0.00683727,1000
337,0.199682,0.00680017,1000
338,0.200294,0.00661512,1000
339,0.200208,0.00678306,1000
340,0.200546,0.00679419,1000
341,0.200925,0.00686896,1000
342,0.199341,0.00690237,1000
343,0.199272,0.00667979,1000
344,0.200364,0.00688134,1000
345,0.201072,0.00712045,1000
346,0.20305,0.00701822,1000
347,0.202131,0.00701787,1000
348,0.20318,0.00697666,1000
349,0.204443,0.00690926,1000
350,0.202046,0.00679578,1000
351,0.200854,0.00666882,1000
352,0.200979,0.0067325,1000
353,0.200889,0.00671348,1000
354,0.201892,0.00693406,1000
355,0.203204,0.00670782,1000
356,0.202771,0.00670994,1000
357,0.201357,0.0068837,1000
358,0.202502,0.00683641,1000
359,0.202743,0.00694826,1000
360,0.201663,0.00704292,1000
361,0.199571,0.00709988,1000
362,0.199797,0.00714035,1000
363,0.199772,0.00717706,1000
364,0.201756,0.00709707,1000
365,0.200603,0.00700129,1000
366,0.200001,0.00691386,1000
367,0.199631,0.0066268,1000
368,0.198645,0.00676058,1000
369,0.198245,0.00677569,1000
370,0.200795,0.00692989,1000
371,0.200447,0.00703166,1000
372,0.200327,0.00692806,1000
373,0.200985,0.00673684,1000
374,0.199861,0.00670105,1000
375,0.19915,0.00670249,1000
376,0.198885,0.00690072,1000
377,0.198976,0.00688621,1000
378,0.198996,0.00690694,1000
379,0.19837,0.00685866,1000
380,0.198244,0.00699197,1000
381,0.198631,0.00696464,1000
382,0.20058,0.00680048,1000
383,0.200312,0.00671317,1000
384,0.199783,0.00684386,1000
385,0.199223,0.00682864,1000
386,0.199396,0.00674445,1000
387,0.198418,0.00669046,1000
388,0.200118,0.00679662,1000
389,0.200182,0.00671328,1000
390,0.200059,0.00680634,1000
391,0.198953,0.00696786,1000
392,0.197087,0.00709496,1000
393,0.198674,0.00680974,1000
394,0.200268,0.00670334,1000
395,0.200152,0.00682835,1000
396,0.201817,0.00680178,1000
397,0.201467,0.00664216,1000
398,0.201164,0.00690493,1000
399,0.201263,0.00691419,1000
400,0.200529,0.00691253,1000
401,0.199253,0.00674436,1000
402,0.199349,0.00693379,1000
403,0.199582,0.00693321,1000
404,0.200207,0.00684322,1000
405,0.199193,0.00682504,1000
406,0.198744,0.00690256,1000
407,0.19901,0.00693123,1000
408,0.198723,0.00697666,1000
409,0.200021,0.00690171,1000
410,0.200329,0.00699233,1000
411,0.202019,0.00687233,1000
412,0.203751,0.00667234,1000
413,0.203517,0.00651869,1000
414,0.202338,0.006593,1000
415,0.201663,0.00652231,1000
416,0.20078,0.0067412,1000
417,0.202148,0.00633762,1000
418,0.200922,0.00638999,1000
419,0.202004,0.00652525,1000
420,0.201285,0.00650817,1000
421,0.202801,0.00667536,1000
422,0.200672,0.00681867,1000
423,0.200452,0.00651275,1000
424,0.200128,0.00658539,1000
425,0.200924,0.00673831,1000
426,0.19975,0.0066092,1000
427,0.200194,0.00678736,1000
428,0.200441,0.0069229,1000
429,0.199082,0.00677772,1000
430,0.200194,0.00671543,1000
431,0.199044,0.00679239,1000
432,0.200089,0.00654249,1000
433,0.200161,0.00663136,1000
434,0.198896,0.00688579,1000
435,0.199356,0.00704493,1000
436,0.201013,0.00684105,1000
437,0.2013,0.0067637,1000
438,0.201965,0.00690911,1000
439,0.202538,0.00684032,1000
440,0.2039,0.0067467,1000
441,0.20305,0.00688462,1000
442,0.20244,0.00690456,1000
443,0.203832,0.00677132,1000
444,0.203659,0.00656553,1000
445,0.203592,0.00624876,1000
446,0.20196,0.00611112,1000
447,0.202033,0.00645868,1000
448,0.201167,0.00677595,1000
449,0.20153,0.00657806,1000
450,0.199871,0.00649874,1000
451,0.201449,0.00690158,1000
452,0.20193,0.00673612,1000
453,0.201974,0.00683461,1000
454,0.202446,0.00663565,1000
455,0.203539,0.0065333,1000
456,0.203133,0.00675092,1000
457,0.202618,0.00664069,1000
458,0.203464,0.00664229,1000
459,0.202464,0.00662689,1000
460,0.201753,0.0064473,1000
461,0.20041,0.00639238,1000
462,0.201298,0.00656836,1000
463,0.200143,0.00700455,1000
464,0.199375,0.00685361,1000
465,0.19994,0.00689571,1000
466,0.19779,0.00673763,1000
467,0.197337,0.00702496,1000
468,0.197836,0.00667735,1000
469,0.199084,0.00677078,1000
470,0.199956,0.00651274,1000
471,0.200218,0.00667791,1000
472,0.200426,0.00654839,1000
473,0.200059,0.00656115,1000
474,0.199818,0.00673965,1000
475,0.200208,0.0066503,1000
476,0.200904,0.00680752,1000
477,0.201165,0.00682845,1000
478,0.201621,0.00689139,1000
479,0.202334,0.00665178,1000
480,0.202602,0.00674159,1000
481,0.199052,0.00642102,1000
482,0.198771,0.00636466,1000
483,0.199174,0.00655725,1000
484,0.198232,0.00665596,1000
485,0.199516,0.0065925,1000
486,0.200473,0.00655976,1000
487,0.200483,0.00645445,1000
488,0.198645,0.00668017,1000
489,0.199908,0.006994,1000
490,0.199697,0.00704718,1000
491,0.201623,0.00679853,1000
492,0.201052,0.00695198,1000
493,0.200932,0.00677416,1000
494,0.201391,0.00651833,1000
495,0.200601,0.0066347,1000
496,0.200645,0.00650882,1000
497,0.201636,0.00670973,1000
498,0.202586,0.00668577,1000
499,0.201511,0.00683464,1000
500,0.200473,0.00690348,1000
